,Unnamed: 0,class,year,month,day,hour,minute,second,length,f0,f1,path
4676,4676,MP,2021,1,9,5,44,0.0,5.76,,,
4677,4677,ROCKFALL,2021,1,9,5,48,47.16,92.8,,,
4678,4678,GASBURST,2021,1,9,5,56,30.48,16.92,,,
4679,4679,MP,2021,1,9,5,57,25.92,6.88,,,
4680,4680,GASBURST,2021,1,9,5,58,47.04,18.28,,,
4681,4681,ROCKFALL,2021,1,9,5,59,32.0,86.04,,,
4682,4682,MP,2021,1,9,6,1,42.4,9.48,,,
4683,4683,VTB,2021,1,9,6,5,27.28,15.0,,,
4684,4684,ROCKFALL,2021,1,9,6,9,57.2,39.0,,,
4685,4685,ROCKFALL,2021,1,9,6,23,7.68,78.96,,,
4686,4686,ROCKFALL,2021,1,9,6,28,42.64,60.96,,,
4687,4687,ROCKFALL,2021,1,9,6,29,46.8,35.68,,,
4688,4688,ROCKFALL,2021,1,9,6,30,24.0,32.2,,,
4689,4689,VTB,2021,1,9,6,30,50.12,33.48,,,
4690,4690,ROCKFALL,2021,1,9,6,33,3.16,19.6,,,
4691,4691,ROCKFALL,2021,1,9,6,34,11.0,73.72,,,
4692,4692,ROCKFALL,2021,1,9,6,39,37.28,26.4,,,
4693,4693,MP,2021,1,9,6,41,29.8,5.92,,,
4694,4694,MP,2021,1,9,6,50,39.8,9.08,,,
4695,4695,MP,2021,1,9,6,55,30.12,9.08,,,
4696,4696,MP,2021,1,9,7,22,46.52,7.88,,,
4697,4697,ROCKFALL,2021,1,9,7,35,7.52,25.96,,,
4698,4698,ROCKFALL,2021,1,9,7,36,46.08,15.72,,,
4699,4699,MP,2021,1,9,7,48,9.6,9.72,,,
4700,4700,ROCKFALL,2021,1,9,7,49,21.64,25.24,,,
4701,4701,ROCKFALL,2021,1,9,7,51,43.16,62.56,,,
4702,4702,ROCKFALL,2021,1,9,7,51,43.16,62.56,,,
4703,4703,MP,2021,1,9,7,54,36.96,6.16,,,
4704,4704,MP,2021,1,9,8,3,56.48,8.52,,,
4705,4705,GASBURST,2021,1,9,8,4,21.44,15.12,,,
4706,4706,ROCKFALL,2021,1,9,8,9,20.16,44.92,,,
4707,4707,ROCKFALL,2021,1,9,8,14,17.2,36.56,,,
4708,4708,MP,2021,1,9,8,16,26.16,6.6,,,
4709,4709,VTB,2021,1,9,8,19,2.72,21.6,,,
4710,4710,VTB,2021,1,9,8,19,16.44,19.76,,,
4711,4711,MP,2021,1,9,8,21,28.72,8.56,,,
4712,4712,VTB,2021,1,9,8,22,40.12,12.84,,,
4713,4713,MP,2021,1,9,8,24,37.84,9.2,,,
4714,4714,ROCKFALL,2021,1,9,8,27,6.6,28.84,,,
4715,4715,MP,2021,1,9,8,28,25.32,7.36,,,
4716,4716,MP,2021,1,9,8,28,35.32,6.12,,,
4717,4717,MP,2021,1,9,8,29,8.2,10.72,,,
4719,4719,GASBURST,2021,1,9,8,40,5.28,13.96,,,
4720,4720,MP,2021,1,9,8,41,2.68,11.4,,,
4721,4721,MP,2021,1,9,8,45,19.8,10.04,,,
4722,4722,MP,2021,1,9,8,47,4.48,7.04,,,
4723,4723,MP,2021,1,9,8,47,32.2,9.48,,,
4725,4725,GASBURST,2021,1,9,8,49,38.48,81.4,,,
4726,4726,GASBURST,2021,1,9,8,52,55.0,13.04,,,
4727,4727,MP,2021,1,9,8,59,49.84,9.2,,,
4728,4728,VTB,2021,1,9,9,2,6.12,15.76,,,
4729,4729,MP,2021,1,9,9,2,39.12,8.76,,,
4730,4730,VTB,2021,1,9,9,3,7.72,12.6,,,
4731,4731,MP,2021,1,9,9,3,36.2,7.28,,,
4732,4732,GASBURST,2021,1,9,9,4,27.48,43.16,,,
4733,4733,VTB,2021,1,9,9,5,7.32,10.4,,,
4734,4734,VTB,2021,1,9,9,5,13.92,10.68,,,
4735,4735,MP,2021,1,9,9,5,39.44,7.28,,,
4736,4736,ROCKFALL,2021,1,9,9,6,25.8,28.44,,,
4737,4737,VTB,2021,1,9,9,6,50.44,30.64,,,
4738,4738,GASBURST,2021,1,9,9,8,23.24,18.96,,,
4739,4739,MP,2021,1,9,9,12,6.32,6.6,,,
4740,4740,VTB,2021,1,9,9,12,30.92,9.52,,,
4741,4741,MP,2021,1,9,9,13,18.68,8.04,,,
4742,4742,GASBURST,2021,1,9,9,14,48.64,12.36,,,
4743,4743,ROCKFALL,2021,1,9,9,16,39.92,22.16,,,
4744,4744,VTB,2021,1,9,9,17,21.0,10.48,,,
4745,4745,VTB,2021,1,9,9,17,27.48,9.24,,,
4746,4746,MP,2021,1,9,9,18,12.84,6.08,,,
4747,4747,ROCKFALL,2021,1,9,9,23,9.6,13.32,,,
4748,4748,MP,2021,1,9,9,28,58.28,6.32,,,
4749,4749,VTB,2021,1,9,9,31,22.74,12.38,,,
4750,4750,ROCKFALL,2021,1,9,9,32,8.44,23.76,,,
4751,4751,GASBURST,2021,1,9,9,33,21.64,38.36,,,
4752,4752,MP,2021,1,9,9,40,0.04,6.24,,,
4753,4753,GASBURST,2021,1,9,9,46,11.04,11.44,,,
4754,4754,VTB,2021,1,9,9,47,9.32,9.48,,,
4755,4755,ROCKFALL,2021,1,9,9,56,26.24,31.84,,,
4756,4756,ROCKFALL,2021,1,9,9,59,8.12,7.36,,,
4757,4757,MP,2021,1,9,10,2,51.84,6.04,,,
4758,4758,GASBURST,2021,1,9,10,13,41.32,10.32,,,
4759,4759,ROCKFALL,2021,1,9,10,15,52.92,72.32,,,
4760,4760,MP,2021,1,9,10,18,4.68,8.12,,,
4761,4761,MP,2021,1,9,10,26,27.92,9.2,,,
4762,4762,ROCKFALL,2021,1,9,10,38,5.32,111.44,,,
4763,4763,VTB,2021,1,9,10,40,59.24,14.2,,,
4764,4764,ROCKFALL,2021,1,9,10,47,17.24,19.36,,,
4765,4765,ROCKFALL,2021,1,9,10,49,51.04,29.36,,,
4766,4766,ROCKFALL,2021,1,9,10,51,24.72,40.28,,,
4767,4767,MP,2021,1,9,10,53,34.36,7.76,,,
4768,4768,VTB,2021,1,9,10,57,7.24,14.88,,,
4769,4769,VTB,2021,1,9,10,59,17.76,23.6,,,
4770,4770,ROCKFALL,2021,1,9,11,1,45.44,27.2,,,
4771,4771,GASBURST,2021,1,9,11,6,35.48,14.08,,,
4772,4772,ROCKFALL,2021,1,9,11,15,35.28,50.24,,,
4773,4773,MP,2021,1,9,11,23,5.76,9.36,,,
4774,4774,VTB,2021,1,9,11,30,20.2,16.16,,,
4775,4775,VTB,2021,1,9,11,30,40.56,14.96,,,
4776,4776,ROCKFALL,2021,1,9,11,53,29.32,12.52,,,
4777,4777,MP,2021,1,9,11,53,44.12,9.2,,,
4778,4778,GASBURST,2021,1,9,11,54,25.6,15.12,,,
4779,4779,MP,2021,1,9,11,56,57.04,5.6,,,
4780,4780,ROCKFALL,2021,1,9,12,4,47.64,18.16,,,
4781,4781,ROCKFALL,2021,1,9,12,21,46.88,53.92,,,
4782,4782,GASBURST,2021,1,9,12,30,28.04,11.56,,,
4783,4783,VTB,2021,1,9,12,32,39.0,15.72,,,
4784,4784,VTB,2021,1,9,12,33,17.28,13.12,,,
4785,4785,GASBURST,2021,1,9,12,37,49.68,10.92,,,
4786,4786,ROCKFALL,2021,1,9,12,43,9.4,23.44,,,
4787,4787,ROCKFALL,2021,1,9,12,48,54.88,21.92,,,
4788,4788,MP,2021,1,9,12,56,13.68,8.96,,,
4789,4789,ROCKFALL,2021,1,9,13,2,17.64,13.6,,,
4790,4790,ROCKFALL,2021,1,9,13,5,44.8,24.88,,,
4791,4791,GASBURST,2021,1,9,13,16,16.68,11.36,,,
4792,4792,MP,2021,1,9,13,18,39.44,8.36,,,
4793,4793,MP,2021,1,9,13,19,20.48,6.36,,,
4794,4794,ROCKFALL,2021,1,9,13,20,11.2,39.24,,,
4795,4795,ROCKFALL,2021,1,9,13,25,38.04,35.76,,,
4796,4796,GASBURST,2021,1,9,13,37,19.0,13.72,,,
4797,4797,VTB,2021,1,9,13,49,35.8,15.64,,,
4798,4798,MP,2021,1,9,14,1,4.24,5.0,,,
4799,4799,VTB,2021,1,9,14,3,16.6,15.08,,,
4800,4800,ROCKFALL,2021,1,9,14,5,48.68,12.76,,,
4801,4801,ROCKFALL,2021,1,9,14,6,0.52,51.76,,,
4802,4802,VTB,2021,1,9,14,6,58.68,25.12,,,
4803,4803,GASBURST,2021,1,9,14,7,32.52,46.72,,,
4804,4804,MP,2021,1,9,14,10,2.4,6.68,,,
4805,4805,GASBURST,2021,1,9,14,10,19.72,16.72,,,
4806,4806,MP,2021,1,9,14,13,0.52,6.88,,,
4807,4807,MP,2021,1,9,14,14,37.04,6.04,,,
4808,4808,ROCKFALL,2021,1,9,14,15,53.2,43.72,,,
4809,4809,ROCKFALL,2021,1,9,14,19,2.24,49.76,,,
4810,4810,MP,2021,1,9,14,19,55.52,6.88,,,
4811,4811,MP,2021,1,9,14,20,15.72,7.4,,,
4812,4812,MP,2021,1,9,14,20,29.08,8.76,,,
4813,4813,MP,2021,1,9,14,25,19.2,9.92,,,
4814,4814,GASBURST,2021,1,9,14,43,26.84,20.8,,,
4815,4815,MP,2021,1,9,14,44,18.6,8.0,,,
4816,4816,MP,2021,1,9,14,45,53.88,5.6,,,
4817,4817,MP,2021,1,9,14,49,29.28,5.52,,,
4818,4818,MP,2021,1,9,14,51,3.8,9.0,,,
4819,4819,GASBURST,2021,1,9,14,51,30.12,10.8,,,
4820,4820,ROCKFALL,2021,1,9,14,55,39.6,24.44,,,
4821,4821,ROCKFALL,2021,1,9,15,6,4.2,52.92,,,
4822,4822,MP,2021,1,9,15,11,24.52,6.72,,,
4823,4823,ROCKFALL,2021,1,9,15,13,46.32,25.76,,,
4824,4824,GASBURST,2021,1,9,15,24,27.44,12.88,,,
4825,4825,MP,2021,1,9,15,27,18.08,4.4,,,
4826,4826,MP,2021,1,9,15,27,51.64,9.2,,,
4827,4827,ROCKFALL,2021,1,9,15,28,49.72,69.72,,,
4828,4828,MP,2021,1,9,15,30,2.84,5.0,,,
4829,4829,MP,2021,1,9,15,30,8.84,6.56,,,
4830,4830,MP,2021,1,9,15,31,0.64,8.88,,,
4831,4831,ROCKFALL,2021,1,9,15,31,23.56,13.44,,,
4832,4832,VTB,2021,1,9,15,32,35.72,14.08,,,
4833,4833,VTB,2021,1,9,15,32,57.4,20.52,,,
4834,4834,VTB,2021,1,9,15,33,38.48,13.04,,,
4835,4835,ROCKFALL,2021,1,9,15,34,3.44,16.52,,,
4836,4836,MP,2021,1,9,15,36,53.12,6.52,,,
4837,4837,ROCKFALL,2021,1,9,15,39,20.6,12.44,,,
4838,4838,MP,2021,1,9,15,40,48.56,8.0,,,
4839,4839,MP,2021,1,9,15,40,48.84,6.64,,,
4840,4840,GASBURST,2021,1,9,15,42,17.72,26.56,,,
4841,4841,MP,2021,1,9,15,43,21.12,8.32,,,
4842,4842,ROCKFALL,2021,1,9,15,46,18.32,23.56,,,
4843,4843,MP,2021,1,9,15,52,43.4,7.8,,,
4844,4844,MP,2021,1,9,15,54,8.4,8.0,,,
4845,4845,MP,2021,1,9,15,54,17.48,10.24,,,
4846,4846,GASBURST,2021,1,9,15,58,49.8,11.72,,,
4847,4847,ROCKFALL,2021,1,9,15,59,54.76,59.12,,,
4848,4848,ROCKFALL,2021,1,9,16,3,30.12,54.52,,,
4849,4849,ROCKFALL,2021,1,9,16,4,27.16,63.6,,,
4850,4850,MP,2021,1,9,16,11,0.08,7.2,,,
4851,4851,MP,2021,1,9,16,11,32.08,6.64,,,
4852,4852,MP,2021,1,9,16,11,45.64,6.36,,,
4853,4853,MP,2021,1,9,16,11,54.04,6.0,,,
4854,4854,ROCKFALL,2021,1,9,16,16,28.08,70.08,,,
4855,4855,ROCKFALL,2021,1,9,16,27,18.52,69.16,,,
4856,4856,ROCKFALL,2021,1,9,16,30,21.36,48.28,,,
4857,4857,ROCKFALL,2021,1,9,16,34,7.76,40.0,,,
4858,4858,ROCKFALL,2021,1,9,16,35,2.6,76.2,,,
4859,4859,VTB,2021,1,9,16,38,39.52,21.12,,,
4860,4860,MP,2021,1,9,16,50,47.52,5.4,,,
4861,4861,ROCKFALL,2021,1,9,16,59,18.2,42.88,,,
4862,4862,GASBURST,2021,1,9,17,5,10.92,14.64,,,
4863,4863,ROCKFALL,2021,1,9,17,10,20.44,71.16,,,
4864,4864,ROCKFALL,2021,1,9,17,25,56.72,40.08,,,
4865,4865,ROCKFALL,2021,1,9,17,29,51.68,92.0,,,
4866,4866,ROCKFALL,2021,1,9,17,32,38.0,36.4,,,
4867,4867,ROCKFALL,2021,1,9,17,34,47.52,67.84,,,
4868,4868,MP,2021,1,9,17,39,45.64,6.4,,,
4869,4869,ROCKFALL,2021,1,9,17,42,47.4,24.32,,,
4870,4870,ROCKFALL,2021,1,9,17,43,54.48,17.52,,,
4871,4871,MP,2021,1,9,17,47,1.04,6.4,,,
4872,4872,ROCKFALL,2021,1,9,17,47,36.16,43.84,,,
4873,4873,ROCKFALL,2021,1,9,17,48,22.16,64.12,,,
4874,4874,ROCKFALL,2021,1,9,17,48,22.16,64.12,,,
4875,4875,MP,2021,1,9,17,52,10.4,6.76,,,
4876,4876,ROCKFALL,2021,1,9,17,54,1.0,24.2,,,
4877,4877,ROCKFALL,2021,1,9,17,55,12.8,21.72,,,
4878,4878,VTB,2021,1,9,18,0,15.0,22.44,,,
4879,4879,MP,2021,1,9,18,14,24.4,7.56,,,
4880,4880,MP,2021,1,9,18,15,13.84,8.8,,,
4881,4881,ROCKFALL,2021,1,9,18,18,58.4,29.48,,,
4882,4882,MP,2021,1,9,18,19,34.52,7.32,,,
4883,4883,ROCKFALL,2021,1,9,18,22,22.8,16.8,,,
4884,4884,MP,2021,1,9,18,26,46.4,6.68,,,
4885,4885,ROCKFALL,2021,1,9,18,27,33.32,106.64,,,
4886,4886,ROCKFALL,2021,1,9,18,31,25.88,26.32,,,
4887,4887,MP,2021,1,9,18,40,8.56,8.6,,,
4888,4888,ROCKFALL,2021,1,9,18,41,48.2,31.68,,,
4889,4889,ROCKFALL,2021,1,9,18,47,48.84,22.24,,,
4890,4890,MP,2021,1,9,18,54,29.44,8.96,,,
4891,4891,MP,2021,1,9,18,55,53.88,5.36,,,
4892,4892,MP,2021,1,9,18,59,24.64,7.0,,,
4893,4893,MP,2021,1,9,19,1,14.6,8.92,,,
4894,4894,VTB,2021,1,9,19,3,25.88,12.72,,,
4895,4895,MP,2021,1,9,19,4,55.88,5.64,,,
4896,4896,ROCKFALL,2021,1,9,19,5,28.08,42.16,,,
4897,4897,MP,2021,1,9,19,7,0.84,7.56,,,
4898,4898,ROCKFALL,2021,1,9,19,8,0.48,85.04,,,
4899,4899,ROCKFALL,2021,1,9,19,17,52.08,50.36,,,
4900,4900,MP,2021,1,9,19,19,10.88,7.44,,,
4901,4901,ROCKFALL,2021,1,9,19,19,42.44,30.08,,,
4902,4902,ROCKFALL,2021,1,9,19,25,0.32,58.88,,,
4903,4903,ROCKFALL,2021,1,9,19,33,57.2,17.28,,,
4904,4904,ROCKFALL,2021,1,9,19,34,27.64,17.04,,,
4905,4905,ROCKFALL,2021,1,9,19,35,29.04,36.04,,,
4907,4907,ROCKFALL,2021,1,9,19,36,44.6,45.4,,,
4908,4908,ROCKFALL,2021,1,9,19,44,23.44,53.08,,,
4909,4909,ROCKFALL,2021,1,9,19,51,49.52,22.8,,,
4910,4910,MP,2021,1,9,19,55,4.32,5.32,,,
4911,4911,MP,2021,1,9,19,56,25.2,6.72,,,
4912,4912,MP,2021,1,9,19,58,8.12,6.2,,,
4913,4913,ROCKFALL,2021,1,9,20,0,38.32,21.92,,,
4914,4914,MP,2021,1,9,20,1,16.04,8.16,,,
4915,4915,ROCKFALL,2021,1,9,20,3,0.32,15.72,,,
4916,4916,MP,2021,1,9,20,4,52.52,6.8,,,
4917,4917,ROCKFALL,2021,1,9,20,5,54.4,104.32,,,
4918,4918,GASBURST,2021,1,9,20,19,6.32,13.48,,,
4919,4919,ROCKFALL,2021,1,9,20,20,27.88,36.2,,,
4920,4920,ROCKFALL,2021,1,9,20,24,19.84,20.16,,,
4921,4921,ROCKFALL,2021,1,9,20,25,30.4,37.6,,,
4922,4922,ROCKFALL,2021,1,9,20,28,41.48,53.16,,,
4923,4923,ROCKFALL,2021,1,9,20,38,44.44,75.44,,,
4924,4924,MP,2021,1,9,20,54,13.32,8.4,,,
4925,4925,ROCKFALL,2021,1,9,20,56,48.08,15.72,,,
4926,4926,ROCKFALL,2021,1,9,21,1,9.48,12.96,,,
4927,4927,ROCKFALL,2021,1,9,21,8,35.52,26.12,,,
4928,4928,ROCKFALL,2021,1,9,21,11,47.72,46.36,,,
4929,4929,GASBURST,2021,1,9,21,20,9.04,9.88,,,
4930,4930,GASBURST,2021,1,9,21,26,29.04,11.76,,,
4931,4931,MP,2021,1,9,21,27,6.68,7.32,,,
4932,4932,MP,2021,1,9,21,28,21.0,9.2,,,
4933,4933,VTB,2021,1,9,21,33,26.04,15.68,,,
4934,4934,MP,2021,1,9,21,34,19.8,5.68,,,
4935,4935,ROCKFALL,2021,1,9,21,51,58.12,19.72,,,
4936,4936,ROCKFALL,2021,1,9,22,1,31.72,19.88,,,
4937,4937,ROCKFALL,2021,1,9,22,2,27.36,57.16,,,
4938,4938,GASBURST,2021,1,9,22,11,20.52,15.48,,,
4939,4939,VTB,2021,1,9,22,13,33.68,22.76,,,
4940,4940,MP,2021,1,9,22,17,13.88,6.6,,,
4941,4941,ROCKFALL,2021,1,9,22,20,46.56,19.28,,,
4942,4942,GASBURST,2021,1,9,22,23,33.8,9.24,,,
4943,4943,MP,2021,1,9,22,31,32.24,7.48,,,
4944,4944,MP,2021,1,9,22,32,0.04,6.68,,,
4945,4945,MP,2021,1,9,22,33,20.4,8.24,,,
4946,4946,GASBURST,2021,1,9,22,34,37.8,14.0,,,
4947,4947,MP,2021,1,9,22,34,53.28,6.92,,,
4948,4948,ROCKFALL,2021,1,9,22,39,20.04,56.28,,,
4949,4949,MP,2021,1,9,22,40,27.12,6.44,,,
4950,4950,VTB,2021,1,9,22,40,39.12,38.84,,,
4951,4951,ROCKFALL,2021,1,9,22,41,23.84,28.16,,,
4952,4952,VTB,2021,1,9,22,41,56.28,12.16,,,
4953,4953,ROCKFALL,2021,1,9,22,42,12.2,47.2,,,
4954,4954,VTB,2021,1,9,22,43,0.72,15.68,,,
4955,4955,VTB,2021,1,9,22,43,10.72,22.12,,,
4956,4956,MP,2021,1,9,22,43,43.76,6.52,,,
4957,4957,MP,2021,1,9,22,45,50.52,6.08,,,
4958,4958,MP,2021,1,9,22,47,0.08,7.0,,,
4959,4959,GASBURST,2021,1,9,22,51,33.4,7.68,,,
4960,4960,ROCKFALL,2021,1,9,23,4,0.08,14.16,,,
4961,4961,ROCKFALL,2021,1,9,23,11,16.4,23.44,,,
4962,4962,MP,2021,1,9,23,11,39.8,10.8,,,
4963,4963,VTB,2021,1,9,23,14,18.64,24.08,,,
4964,4964,MP,2021,1,9,23,19,36.48,8.76,,,
4965,4965,MP,2021,1,9,23,21,13.44,7.96,,,
4966,4966,ROCKFALL,2021,1,9,23,24,57.68,66.72,,,
4967,4967,GASBURST,2021,1,9,23,26,12.08,13.48,,,
4968,4968,VTB,2021,1,9,23,29,52.44,11.24,,,
4969,4969,VTB,2021,1,9,23,29,58.96,14.24,,,
4970,4970,ROCKFALL,2021,1,9,23,32,6.08,51.88,,,
4971,4971,ROCKFALL,2021,1,9,23,35,58.76,51.96,,,
4972,4972,MP,2021,1,9,23,40,42.2,9.32,,,
4973,4973,MP,2021,1,9,23,41,48.56,6.72,,,
4974,4974,MP,2021,1,9,23,42,11.04,7.32,,,
4975,4975,ROCKFALL,2021,1,9,23,42,30.8,74.16,,,
4976,4976,MP,2021,1,9,23,44,13.24,9.24,,,
4977,4977,MP,2021,1,9,23,45,36.52,5.72,,,
4978,4978,GASBURST,2021,1,9,23,54,30.44,14.52,,,
4979,4979,MP,2021,1,9,23,57,29.8,9.64,,,
4980,4980,MP,2021,1,10,0,3,17.64,8.36,,,
4981,4981,MP,2021,1,10,0,4,44.4,6.2,,,
4982,4982,MP,2021,1,10,0,5,1.88,6.52,,,
4983,4983,ROCKFALL,2021,1,10,0,8,46.2,33.2,,,
4984,4984,ROCKFALL,2021,1,10,0,12,53.32,26.08,,,
4985,4985,ROCKFALL,2021,1,10,0,13,29.24,41.64,,,
4986,4986,TECT,2021,1,10,0,16,28.44,80.8,,,
4987,4987,ROCKFALL,2021,1,10,0,21,45.52,55.68,,,
4988,4988,ROCKFALL,2021,1,10,0,23,26.6,51.04,,,
4989,4989,MP,2021,1,10,0,33,18.04,7.04,,,
4990,4990,MP,2021,1,10,0,33,53.2,5.4,,,
4991,4991,ROCKFALL,2021,1,10,0,34,27.48,28.4,,,
4992,4992,ROCKFALL,2021,1,10,0,37,14.92,45.72,,,
4993,4993,ROCKFALL,2021,1,10,0,45,25.24,48.0,,,
4994,4994,MP,2021,1,10,0,50,46.44,7.36,,,
4995,4995,ROCKFALL,2021,1,10,0,53,50.6,56.84,,,
4996,4996,MP,2021,1,10,1,2,36.04,4.96,,,
4997,4997,ROCKFALL,2021,1,10,1,3,6.4,41.84,,,
4998,4998,ROCKFALL,2021,1,10,1,5,56.64,28.68,,,
4999,4999,VTB,2021,1,10,1,8,18.92,10.32,,,
5000,5000,MP,2021,1,10,1,9,12.68,6.8,,,
5001,5001,ROCKFALL,2021,1,10,1,9,58.08,47.28,,,
5002,5002,GASBURST,2021,1,10,1,13,1.08,9.2,,,
5003,5003,MP,2021,1,10,1,14,5.24,7.68,,,
5004,5004,MP,2021,1,10,1,19,10.04,6.2,,,
5005,5005,ROCKFALL,2021,1,10,1,22,42.4,54.84,,,
5006,5006,ROCKFALL,2021,1,10,1,24,27.08,20.2,,,
5007,5007,ROCKFALL,2021,1,10,1,26,5.04,15.92,,,
5008,5008,GASBURST,2021,1,10,1,27,45.68,15.8,,,
5009,5009,GASBURST,2021,1,10,1,30,30.92,14.88,,,
5010,5010,MP,2021,1,10,1,37,38.28,7.24,,,
5011,5011,ROCKFALL,2021,1,10,1,50,0.12,27.72,,,
5012,5012,MP,2021,1,10,2,7,30.88,6.76,,,
5013,5013,MP,2021,1,10,2,9,16.28,6.88,,,
5014,5014,VTB,2021,1,10,2,11,39.36,13.24,,,
5015,5015,ROCKFALL,2021,1,10,2,25,46.72,30.08,,,
5016,5016,ROCKFALL,2021,1,10,2,35,14.92,28.44,,,
5017,5017,ROCKFALL,2021,1,10,2,37,34.4,67.28,,,
5018,5018,ROCKFALL,2021,1,10,2,42,22.2,95.04,,,
5019,5019,ROCKFALL,2021,1,10,2,45,49.08,15.84,,,
5020,5020,GASBURST,2021,1,10,2,48,5.64,14.04,,,
5021,5021,GASBURST,2021,1,10,2,52,20.68,17.6,,,
5022,5022,ROCKFALL,2021,1,10,3,2,50.24,56.16,,,
5023,5023,ROCKFALL,2021,1,10,3,4,40.08,53.16,,,
5024,5024,ROCKFALL,2021,1,10,3,9,27.28,63.76,,,
5025,5025,MP,2021,1,10,3,11,55.24,7.88,,,
5026,5026,ROCKFALL,2021,1,10,3,14,7.12,61.84,,,
5027,5027,ROCKFALL,2021,1,10,3,16,25.6,38.0,,,
5028,5028,MP,2021,1,10,3,19,25.8,10.76,,,
5029,5029,MP,2021,1,10,3,21,4.0,7.88,,,
5030,5030,MP,2021,1,10,3,21,33.48,10.0,,,
5031,5031,ROCKFALL,2021,1,10,3,24,0.04,56.16,,,
5032,5032,ROCKFALL,2021,1,10,3,28,47.44,26.16,,,
5033,5033,ROCKFALL,2021,1,10,3,29,42.68,43.04,,,
5034,5034,ROCKFALL,2021,1,10,3,32,56.48,32.08,,,
5035,5035,MP,2021,1,10,3,39,43.24,10.12,,,
5036,5036,ROCKFALL,2021,1,10,3,40,0.44,43.08,,,
5037,5037,MP,2021,1,10,3,41,17.08,7.64,,,
5038,5038,MP,2021,1,10,3,43,5.04,6.64,,,
5039,5039,ROCKFALL,2021,1,10,3,48,34.72,62.56,,,
5040,5040,MP,2021,1,10,3,55,30.84,3.44,,,
5041,5041,ROCKFALL,2021,1,10,4,0,49.56,32.8,,,
5042,5042,VTB,2021,1,10,4,1,22.4,12.36,,,
5043,5043,MP,2021,1,10,4,1,53.12,5.64,,,
5044,5044,MP,2021,1,10,4,2,39.6,6.92,,,
5045,5045,VTB,2021,1,10,4,3,40.84,8.24,,,
5046,5046,MP,2021,1,10,4,6,16.8,7.76,,,
5047,5047,MP,2021,1,10,4,6,30.36,4.56,,,
5048,5048,MP,2021,1,10,4,6,50.12,6.8,,,
5049,5049,ROCKFALL,2021,1,10,4,9,31.76,15.8,,,
5050,5050,MP,2021,1,10,4,9,47.52,7.04,,,
5051,5051,VTB,2021,1,10,4,12,24.12,9.24,,,
5052,5052,TECT,2021,1,10,4,13,34.8,81.44,,,
5053,5053,VTB,2021,1,10,4,13,53.88,6.16,,,
5054,5054,MP,2021,1,10,4,14,12.96,5.48,,,
5055,5055,MP,2021,1,10,4,14,32.16,5.64,,,
5056,5056,ROCKFALL,2021,1,10,4,15,47.04,23.92,,,
5057,5057,ROCKFALL,2021,1,10,4,18,36.36,26.68,,,
5059,5059,MP,2021,1,10,4,20,57.24,7.16,,,
5060,5060,MP,2021,1,10,4,21,30.12,9.24,,,
5061,5061,MP,2021,1,10,4,23,51.72,6.8,,,
5062,5062,MP,2021,1,10,4,28,42.96,8.24,,,
5063,5063,MP,2021,1,10,4,30,28.16,5.84,,,
5065,5065,VTB,2021,1,10,4,30,44.96,32.08,,,
5066,5066,MP,2021,1,10,4,34,31.4,7.04,,,
5067,5067,GASBURST,2021,1,10,4,41,23.6,18.8,,,
5068,5068,MP,2021,1,10,4,42,6.72,10.44,,,
5069,5069,MP,2021,1,10,4,44,14.44,6.68,,,
5070,5070,ROCKFALL,2021,1,10,4,50,7.28,15.44,,,
5071,5071,MP,2021,1,10,4,50,40.0,8.8,,,
5072,5072,MP,2021,1,10,4,51,54.68,10.64,,,
5073,5073,VTB,2021,1,10,4,54,1.6,12.0,,,
5074,5074,MP,2021,1,10,5,0,27.28,6.12,,,
5075,5075,GASBURST,2021,1,10,5,2,42.68,12.64,,,
5076,5076,VTB,2021,1,10,5,12,16.52,14.88,,,
5077,5077,MP,2021,1,10,5,15,18.4,5.68,,,
5078,5078,MP,2021,1,10,5,15,58.44,7.16,,,
5079,5079,ROCKFALL,2021,1,10,5,17,11.64,48.6,,,
5080,5080,ROCKFALL,2021,1,10,5,23,29.72,24.56,,,
5081,5081,MP,2021,1,10,5,24,39.88,5.36,,,
5082,5082,GASBURST,2021,1,10,5,25,14.32,8.96,,,
5083,5083,MP,2021,1,10,5,25,33.12,6.12,,,
5084,5084,MP,2021,1,10,5,25,44.8,6.8,,,
5086,5086,MP,2021,1,10,5,26,50.44,5.68,,,
5087,5087,MP,2021,1,10,5,33,48.12,5.68,,,
5088,5088,VTB,2021,1,10,5,41,24.2,14.04,,,
5089,5089,MP,2021,1,10,5,43,51.24,7.56,,,
5090,5090,ROCKFALL,2021,1,10,5,45,37.2,21.72,,,
5091,5091,VTB,2021,1,10,5,46,11.68,11.04,,,
5092,5092,VTB,2021,1,10,5,46,21.8,11.08,,,
5093,5093,VTB,2021,1,10,5,46,36.48,9.52,,,
5094,5094,MP,2021,1,10,5,49,51.4,5.48,,,
5095,5095,MP,2021,1,10,5,51,35.32,6.08,,,
5096,5096,GASBURST,2021,1,10,5,52,17.12,12.2,,,
5097,5097,GASBURST,2021,1,10,5,53,54.52,13.92,,,
5098,5098,VTB,2021,1,10,5,56,15.6,28.12,,,
5099,5099,MP,2021,1,10,5,57,41.52,8.08,,,
5100,5100,MP,2021,1,10,6,2,24.88,9.2,,,
