,Unnamed: 0,class,year,month,day,hour,minute,second,length,f0,f1,path
637,637,ROCKFALL,2021,3,18,17,48,18.52,59.8,,,
638,638,ROCKFALL,2021,3,18,17,52,46.84,102.56,,,
639,639,ROCKFALL,2021,3,18,17,56,58.16,12.92,,,
640,640,ROCKFALL,2021,3,18,18,2,36.0,103.92,,,
641,641,ROCKFALL,2021,3,18,18,4,45.08,21.64,,,
642,642,ROCKFALL,2021,3,18,18,20,8.64,18.08,,,
643,643,ROCKFALL,2021,3,18,18,36,36.36,19.04,,,
644,644,ROCKFALL,2021,3,18,18,55,36.92,11.0,,,
645,645,ROCKFALL,2021,3,18,19,0,29.36,43.72,,,
646,646,ROCKFALL,2021,3,18,19,9,8.0,44.08,,,
647,647,ROCKFALL,2021,3,18,19,11,38.16,13.36,,,
648,648,ROCKFALL,2021,3,18,19,27,14.92,25.68,,,
649,649,ROCKFALL,2021,3,18,19,29,44.92,14.08,,,
650,650,ROCKFALL,2021,3,18,19,39,26.32,44.88,,,
651,651,ROCKFALL,2021,3,18,19,42,43.96,15.4,,,
652,652,ROCKFALL,2021,3,18,19,45,35.72,19.12,,,
653,653,ROCKFALL,2021,3,18,19,55,32.68,26.36,,,
654,654,ROCKFALL,2021,3,18,20,10,56.48,44.2,,,
655,655,ROCKFALL,2021,3,18,20,22,6.48,51.76,,,
656,656,ROCKFALL,2021,3,18,20,23,53.88,64.84,,,
657,657,ROCKFALL,2021,3,18,20,25,19.04,122.2,,,
658,658,ROCKFALL,2021,3,18,20,32,49.32,63.48,,,
659,659,ROCKFALL,2021,3,18,20,39,12.2,40.48,,,
660,660,ROCKFALL,2021,3,18,20,43,8.68,43.48,,,
661,661,ROCKFALL,2021,3,18,20,50,43.32,11.72,,,
662,662,ROCKFALL,2021,3,18,20,59,1.4,14.92,,,
663,663,ROCKFALL,2021,3,18,21,7,1.32,12.44,,,
664,664,ROCKFALL,2021,3,18,21,10,36.64,49.16,,,
665,665,ROCKFALL,2021,3,18,21,15,14.88,13.4,,,
666,666,ROCKFALL,2021,3,18,21,18,4.12,14.72,,,
667,667,ROCKFALL,2021,3,18,21,19,58.92,24.8,,,
668,668,ROCKFALL,2021,3,18,21,30,10.28,68.44,,,
669,669,ROCKFALL,2021,3,18,21,40,4.36,26.84,,,
670,670,ROCKFALL,2021,3,18,21,41,51.84,52.48,,,
671,671,ROCKFALL,2021,3,18,21,49,51.72,12.52,,,
672,672,ROCKFALL,2021,3,18,22,11,46.72,32.48,,,
673,673,GASBURST,2021,3,18,22,35,22.88,12.48,,,
674,674,ROCKFALL,2021,3,18,22,35,49.68,105.84,,,
675,675,ROCKFALL,2021,3,18,22,39,48.64,136.96,,,
676,676,ROCKFALL,2021,3,18,23,15,19.16,34.68,,,
677,677,ROCKFALL,2021,3,18,23,26,26.72,14.2,,,
678,678,ROCKFALL,2021,3,18,23,36,48.4,12.16,,,
679,679,ROCKFALL,2021,3,18,23,41,5.2,65.08,,,
680,680,ROCKFALL,2021,3,18,23,47,17.36,65.24,,,
681,681,ROCKFALL,2021,3,19,0,3,58.52,66.4,,,
682,682,ROCKFALL,2021,3,19,0,5,41.24,61.44,,,
683,683,ROCKFALL,2021,3,19,0,41,39.2,50.72,,,
684,684,ROCKFALL,2021,3,19,0,42,39.2,80.48,,,
685,685,ROCKFALL,2021,3,19,0,44,38.04,20.04,,,
686,686,ROCKFALL,2021,3,19,1,0,32.6,60.52,,,
687,687,ROCKFALL,2021,3,19,1,15,12.52,12.6,,,
688,688,ROCKFALL,2021,3,19,1,19,57.08,12.32,,,
689,689,ROCKFALL,2021,3,19,1,34,50.64,10.24,,,
690,690,ROCKFALL,2021,3,19,2,0,10.4,11.72,,,
691,691,ROCKFALL,2021,3,19,2,4,58.28,41.68,,,
692,692,ROCKFALL,2021,3,19,2,6,45.64,61.6,,,
693,693,ROCKFALL,2021,3,19,2,15,21.44,17.24,,,
694,694,ROCKFALL,2021,3,19,2,25,15.28,13.36,,,
695,695,ROCKFALL,2021,3,19,2,34,53.68,19.4,,,
696,696,ROCKFALL,2021,3,19,2,38,24.64,11.8,,,
697,697,ROCKFALL,2021,3,19,2,40,25.2,30.0,,,
698,698,ROCKFALL,2021,3,19,2,49,5.84,14.44,,,
699,699,ROCKFALL,2021,3,19,2,51,4.28,40.6,,,
700,700,ROCKFALL,2021,3,19,3,10,21.2,14.44,,,
701,701,ROCKFALL,2021,3,19,3,19,45.2,21.16,,,
702,702,ROCKFALL,2021,3,19,3,20,13.12,51.16,,,
703,703,ROCKFALL,2021,3,19,3,23,56.64,33.72,,,
704,704,ROCKFALL,2021,3,19,3,25,56.4,35.08,,,
705,705,ROCKFALL,2021,3,19,3,30,19.16,31.36,,,
706,706,ROCKFALL,2021,3,19,3,36,16.8,48.72,,,
707,707,ROCKFALL,2021,3,19,3,38,48.84,31.16,,,
708,708,ROCKFALL,2021,3,19,3,58,12.8,41.28,,,
709,709,ROCKFALL,2021,3,19,4,5,55.68,10.72,,,
710,710,ROCKFALL,2021,3,19,4,18,6.4,41.92,,,
711,711,ROCKFALL,2021,3,19,4,34,43.84,30.4,,,
712,712,ROCKFALL,2021,3,19,4,35,36.72,15.44,,,
713,713,ROCKFALL,2021,3,19,4,44,7.68,70.72,,,
714,714,ROCKFALL,2021,3,19,4,51,7.52,83.68,,,
715,715,ROCKFALL,2021,3,19,4,58,19.24,22.2,,,
716,716,ROCKFALL,2021,3,19,5,5,24.32,83.84,,,
717,717,ROCKFALL,2021,3,19,5,15,26.52,37.96,,,
718,718,ROCKFALL,2021,3,19,5,22,38.72,91.84,,,
719,719,ROCKFALL,2021,3,19,5,26,5.76,27.04,,,
720,720,ROCKFALL,2021,3,19,5,35,12.84,47.96,,,
721,721,ROCKFALL,2021,3,19,5,36,47.36,117.12,,,
722,722,ROCKFALL,2021,3,19,5,50,2.56,28.48,,,
723,723,ROCKFALL,2021,3,19,5,56,46.4,39.36,,,
724,724,ROCKFALL,2021,3,19,6,2,4.6,14.28,,,
725,725,ROCKFALL,2021,3,19,6,38,12.8,38.08,,,
726,726,ROCKFALL,2021,3,19,6,42,46.64,53.52,,,
727,727,ROCKFALL,2021,3,19,7,22,5.44,16.64,,,
728,728,ROCKFALL,2021,3,19,7,25,28.96,20.8,,,
729,729,ROCKFALL,2021,3,19,7,38,57.92,29.44,,,
730,730,ROCKFALL,2021,3,19,8,0,53.52,13.68,,,
731,731,ROCKFALL,2021,3,19,8,7,29.04,20.4,,,
732,732,ROCKFALL,2021,3,19,8,18,23.2,35.36,,,
733,733,ROCKFALL,2021,3,19,8,25,15.68,50.24,,,
734,734,ROCKFALL,2021,3,19,8,39,25.4,10.6,,,
735,735,ROCKFALL,2021,3,19,8,42,50.24,9.76,,,
736,736,ROCKFALL,2021,3,19,8,47,22.08,86.08,,,
